CustomerId,Recency,Frequency,Monetary,cluster,is_high_risk
CustomerId_2859,16,139.0,313298.0,1,0
CustomerId_2860,84,2.0,2000.0,2,1
CustomerId_2862,17,16.0,87400.0,2,1
CustomerId_2864,19,6.0,26000.0,2,1
CustomerId_2865,41,1.0,1000.0,2,1
CustomerId_2866,16,32.0,64500.0,2,1
CustomerId_2868,51,2.0,1015.0,2,1
CustomerId_2871,26,16.0,18500.0,2,1
CustomerId_2872,54,6.0,30000.0,2,1
CustomerId_2874,18,1.0,1000.0,2,1
CustomerId_2875,32,1.0,10000.0,2,1
CustomerId_2876,17,242.42000000000007,1642084.0,1,0
CustomerId_2877,34,17.0,2002604.0000000005,2,1
CustomerId_2879,18,22.0,13500.0,2,1
CustomerId_2880,61,1.0,10000.0,2,1
CustomerId_2883,17,43.0,208000.0,0,0
CustomerId_2884,20,5.0,2000.0,2,1
CustomerId_2885,31,3.0,95500.0,2,1
CustomerId_2886,20,13.0,68000.0,2,1
CustomerId_2889,45,53.0,2002604.0000000005,0,0
CustomerId_2890,19,5.0,26000.0,2,1
CustomerId_2893,24,3.0,49850.0,2,1
CustomerId_2894,38,14.0,391000.0,2,1
CustomerId_2895,19,19.0,56500.0,2,1
CustomerId_2896,45,2.0,32000.0,2,1
CustomerId_2898,59,2.0,1000.0,2,1
CustomerId_2900,82,1.0,2000.0,2,1
CustomerId_2901,61,2.0,160000.0,2,1
CustomerId_2902,16,16.0,62710.0,2,1
CustomerId_2904,19,6.0,34000.0,2,1
CustomerId_2906,75,1.0,1000.0,2,1
CustomerId_2907,27,20.0,44575.0,2,1
CustomerId_2908,64,29.0,62300.0,2,1
CustomerId_2909,37,1.0,500.0,2,1
CustomerId_2910,19,6.0,4500.0,2,1
CustomerId_2911,16,73.0,58300.0,0,0
CustomerId_2913,20,12.0,20000.0,2,1
CustomerId_2914,32,10.0,140500.0,2,1
CustomerId_2915,25,10.0,146000.0,2,1
CustomerId_2917,19,36.0,228000.0,0,0
CustomerId_2918,22,5.0,7200.0,2,1
CustomerId_2920,43,3.0,500.0,2,1
CustomerId_2921,77,17.0,70700.0,2,1
CustomerId_2923,16,30.0,50200.0,2,1
CustomerId_2924,84,1.0,500.0,2,1
CustomerId_2925,85,1.0,5000.0,2,1
CustomerId_2926,35,19.0,46200.0,2,1
CustomerId_2927,83,1.0,5000.0,2,1
CustomerId_2928,75,1.0,10000.0,2,1
CustomerId_2931,42,4.0,1000.0,2,1
CustomerId_2932,19,16.0,39500.0,2,1
CustomerId_2933,61,15.0,1440000.0,2,1
CustomerId_2934,32,11.0,72100.0,2,1
CustomerId_2935,17,6.0,14000.0,2,1
CustomerId_2936,21,13.0,24500.0,2,1
CustomerId_2937,32,7.0,5000.0,2,1
CustomerId_2938,44,6.0,75200.0,2,1
CustomerId_2939,16,32.0,452400.0,0,0
CustomerId_2940,25,11.0,35000.0,2,1
CustomerId_2941,28,27.0,276500.0,2,1
CustomerId_2943,16,17.0,60500.0,2,1
CustomerId_2944,27,1.0,1000.0,2,1
CustomerId_2945,72,12.0,47000.0,2,1
CustomerId_2946,47,6.0,20000.0,2,1
CustomerId_2947,36,1.0,10000.0,2,1
CustomerId_2949,73,3.0,15000.0,2,1
CustomerId_2950,21,13.0,76000.0,2,1
CustomerId_2953,16,22.0,15205.0,2,1
CustomerId_2955,30,5.0,6500.0,2,1
CustomerId_2956,86,24.0,79000.0,2,1
CustomerId_2957,16,12.0,68500.0,2,1
CustomerId_2959,16,18.0,61600.0,2,1
CustomerId_2961,16,26.0,25000.0,2,1
CustomerId_2962,16,16.0,103800.0,2,1
CustomerId_2963,19,117.0,415306.0,0,0
CustomerId_2965,46,8.0,70000.0,2,1
CustomerId_2968,33,6.0,31000.0,2,1
CustomerId_2970,16,16.0,42600.0,2,1
CustomerId_2972,50,9.0,3500.0,2,1
CustomerId_2973,17,15.0,30600.0,2,1
CustomerId_2974,72,2.0,3000.0,2,1
CustomerId_2975,18,37.0,34200.0,0,0
CustomerId_2977,21,95.0,135194.0,0,0
CustomerId_2979,60,3.0,80000.0,2,1
CustomerId_2981,18,65.0,237573.0,0,0
CustomerId_2982,36,1.0,1000.0,2,1
CustomerId_2983,38,1.0,1500.0,2,1
CustomerId_2984,86,2.0,1000.0,2,1
CustomerId_2986,22,12.0,81700.0,2,1
CustomerId_2987,19,39.0,167800.0,0,0
CustomerId_2988,71,1.0,2000.0,2,1
CustomerId_2989,25,1.0,2000.0,2,1
CustomerId_2991,19,9.0,51000.0,2,1
CustomerId_2992,33,7.0,26000.0,2,1
CustomerId_2993,16,6.0,41000.0,2,1
CustomerId_2994,24,3.0,2500.0,2,1
CustomerId_2996,17,4.0,2000.0,2,1
CustomerId_2997,41,13.0,12000.0,2,1
CustomerId_3,84,1.0,0.0,2,1
CustomerId_3000,19,56.0,73600.0,0,0
CustomerId_3001,39,4.0,1500.0,2,1
CustomerId_3002,24,27.0,39000.0,2,1
CustomerId_3003,21,9.0,34800.0,2,1
CustomerId_3005,55,7.0,2500.0,2,1
CustomerId_3007,35,6.0,33000.0,2,1
CustomerId_3008,19,74.0,372111.0,0,0
CustomerId_3009,26,40.0,14500.0,0,0
CustomerId_3011,24,14.0,100000.0,2,1
CustomerId_3013,25,29.0,32200.0,2,1
CustomerId_3014,56,1.0,500.0,2,1
CustomerId_3020,89,3.0,1000.0,2,1
CustomerId_3022,19,95.0,830511.0,0,0
CustomerId_3026,75,4.0,7000.0,2,1
CustomerId_3027,34,2.0,101000.0,2,1
CustomerId_3031,49,11.0,6500.0,2,1
CustomerId_3032,41,1.0,500.0,2,1
CustomerId_3033,25,8.0,8000.0,2,1
CustomerId_3034,17,108.0,81400.0,0,0
CustomerId_3035,54,65.0,159900.0,0,0
CustomerId_3036,29,29.0,25200.0,2,1
CustomerId_3037,53,1.0,50000.0,2,1
CustomerId_3040,82,4.0,15000.0,2,1
CustomerId_3041,16,52.0,446200.0,0,0
CustomerId_3042,89,1.0,5000.0,2,1
CustomerId_3043,38,13.0,15000.0,2,1
CustomerId_3044,19,5.0,4000.0,2,1
CustomerId_3045,62,2.0,160000.0,2,1
CustomerId_3047,47,5.0,25000.0,2,1
CustomerId_3048,23,70.0,136900.0,0,0
CustomerId_3049,60,5.0,320000.0,2,1
CustomerId_3050,51,1.0,20000.0,2,1
CustomerId_3051,19,5.0,26000.0,2,1
CustomerId_3052,62,12.0,10890.0,2,1
CustomerId_3054,25,19.0,21000.0,2,1
CustomerId_3057,35,8.0,5500.0,2,1
CustomerId_3058,82,28.0,77000.0,2,1
CustomerId_3061,18,6.0,31000.0,2,1
CustomerId_3062,53,1.0,500.0,2,1
CustomerId_3063,60,10.0,330000.0,2,1
CustomerId_3064,18,14.0,71000.0,2,1
CustomerId_3066,16,242.42000000000007,823060.0,1,0
CustomerId_3067,16,1.0,2000.0,2,1
CustomerId_3068,55,18.0,39010.0,2,1
CustomerId_3069,73,1.0,1000.0,2,1
CustomerId_3073,63,11.0,11000.0,2,1
CustomerId_3074,18,14.0,91000.0,2,1
CustomerId_3075,29,24.0,1047500.0,2,1
CustomerId_3077,19,12.0,76000.0,2,1
CustomerId_3078,16,184.0,641300.0,1,0
CustomerId_3079,16,8.0,10000.0,2,1
CustomerId_3081,27,2.0,22000.0,2,1
CustomerId_3083,50,27.0,27500.0,2,1
CustomerId_3084,18,6.0,31000.0,2,1
CustomerId_3085,19,9.0,51000.0,2,1
CustomerId_3087,88,2.0,1800.0,2,1
CustomerId_3088,18,76.0,929000.0,0,0
CustomerId_3089,69,18.0,271400.0,2,1
CustomerId_3090,35,4.0,2002604.0000000005,2,1
CustomerId_3091,16,140.0,278300.0,1,0
CustomerId_3092,19,78.0,235796.0,0,0
CustomerId_3093,19,5.0,26000.0,2,1
CustomerId_3096,16,1.0,2000.0,2,1
CustomerId_3097,22,48.0,90267.0,0,0
CustomerId_3098,44,1.0,50000.0,2,1
CustomerId_3102,25,197.0,1715500.0,1,0
CustomerId_3103,16,74.0,1827000.0,0,0
CustomerId_3104,44,13.0,50500.0,2,1
CustomerId_3105,16,158.0,131605.0,1,0
CustomerId_3107,88,1.0,10000.0,2,1
CustomerId_3110,18,12.0,72000.0,2,1
CustomerId_3111,18,98.0,533990.0,0,0
CustomerId_3112,44,26.0,47000.0,2,1
CustomerId_3113,22,13.0,137500.0,2,1
CustomerId_3115,84,6.0,3000.0,2,1
CustomerId_3116,26,29.0,17100.0,2,1
CustomerId_3117,46,1.0,1000.0,2,1
CustomerId_3118,37,1.0,500.0,2,1
CustomerId_3120,17,36.0,51800.0,0,0
CustomerId_3121,16,63.0,65230.0,0,0
CustomerId_3123,23,45.0,34400.0,0,0
CustomerId_3124,21,61.0,126750.0,0,0
CustomerId_3125,81,11.0,16000.0,2,1
CustomerId_3126,51,12.0,85600.0,2,1
CustomerId_3127,19,6.0,45000.0,2,1
CustomerId_3128,76,1.0,20000.0,2,1
CustomerId_3133,27,5.0,151800.0,2,1
CustomerId_3135,89,5.0,25200.0,2,1
CustomerId_3137,19,5.0,26000.0,2,1
CustomerId_3138,22,1.0,500.0,2,1
CustomerId_3140,42,54.0,50000.0,0,0
CustomerId_3141,61,5.0,4000.0,2,1
CustomerId_3143,41,5.0,8000.0,2,1
CustomerId_3145,75,1.0,500.0,2,1
CustomerId_3147,19,6.0,26000.0,2,1
CustomerId_3148,70,1.0,5000.0,2,1
CustomerId_3149,25,1.0,1000.0,2,1
CustomerId_3150,16,43.0,37280.0,0,0
CustomerId_3151,23,3.0,1000.0,2,1
CustomerId_3153,21,30.0,35400.0,2,1
CustomerId_3156,23,23.0,94600.0,2,1
CustomerId_3158,52,1.0,1000.0,2,1
CustomerId_3159,32,8.0,22000.0,2,1
CustomerId_3160,53,2.0,40000.0,2,1
CustomerId_3163,16,31.0,77890.0,2,1
CustomerId_3164,18,13.0,71200.0,2,1
CustomerId_3165,64,18.0,111143.0,2,1
CustomerId_3166,88,1.0,1000.0,2,1
CustomerId_3167,20,8.0,16350.0,2,1
CustomerId_3168,53,7.0,9500.0,2,1
CustomerId_3169,75,4.0,22500.0,2,1
CustomerId_3170,46,1.0,1000.0,2,1
CustomerId_3171,77,3.0,60000.0,2,1
CustomerId_3172,17,18.0,117900.0,2,1
CustomerId_3174,74,12.0,232500.0,2,1
CustomerId_3175,64,7.0,24000.0,2,1
CustomerId_3178,60,5.0,320000.0,2,1
CustomerId_3180,19,67.0,207524.0,0,0
CustomerId_3181,24,18.0,52000.0,2,1
CustomerId_3187,17,42.0,41300.0,0,0
CustomerId_3188,83,1.0,5000.0,2,1
CustomerId_319,23,1.0,62000.0,2,1
CustomerId_3190,18,25.0,156200.0,2,1
CustomerId_3192,19,9.0,46000.0,2,1
CustomerId_3193,82,9.0,61700.0,2,1
CustomerId_3194,62,1.0,10000.0,2,1
CustomerId_3196,60,11.0,4635.0,2,1
CustomerId_3197,61,1.0,80000.0,2,1
CustomerId_3198,33,30.0,304000.0,2,1
CustomerId_320,26,2.0,40000.0,2,1
CustomerId_3200,27,44.0,265000.0,0,0
CustomerId_3201,40,2.0,40000.0,2,1
CustomerId_3203,60,4.0,85000.0,2,1
CustomerId_3204,17,242.42000000000007,712527.0,1,0
CustomerId_3205,18,24.0,26100.0,2,1
CustomerId_3206,60,5.0,160000.0,2,1
CustomerId_3208,22,14.0,66000.0,2,1
CustomerId_3209,19,79.0,62757.0,0,0
CustomerId_321,78,1.0,200000.0,2,1
CustomerId_3210,68,12.0,90000.0,2,1
CustomerId_3211,47,6.0,30000.0,2,1
CustomerId_3213,19,54.0,156000.0,0,0
CustomerId_3217,30,10.0,28000.0,2,1
CustomerId_3218,58,130.0,300855.0,1,0
CustomerId_3219,82,8.0,50700.0,2,1
CustomerId_322,65,1.0,500.0,2,1
CustomerId_3220,48,7.0,17000.0,2,1
CustomerId_3222,26,15.0,89000.0,2,1
CustomerId_3223,26,39.0,63700.0,0,0
CustomerId_3224,26,44.0,144225.0,0,0
CustomerId_3225,16,242.42000000000007,702064.0,1,0
CustomerId_3229,25,8.0,16900.0,2,1
CustomerId_323,34,9.0,747000.0,2,1
CustomerId_3230,24,16.0,23500.0,2,1
CustomerId_3231,47,1.0,5000.0,2,1
CustomerId_3232,27,13.0,63200.0,2,1
CustomerId_3233,17,116.0,543200.0,0,0
CustomerId_3234,36,3.0,2000.0,2,1
CustomerId_3235,16,110.0,89224.0,0,0
CustomerId_3236,86,1.0,500.0,2,1
CustomerId_3237,17,2.0,10000.0,2,1
CustomerId_3238,18,62.0,78011.0,0,0
CustomerId_324,68,1.0,1000.0,2,1
CustomerId_3241,21,36.0,112700.0,0,0
CustomerId_3242,47,5.0,25000.0,2,1
CustomerId_3243,37,37.0,95500.0,0,0
CustomerId_3245,19,20.0,96000.0,2,1
CustomerId_3246,30,10.0,15000.0,2,1
CustomerId_3247,35,10.0,8000.0,2,1
CustomerId_3250,17,28.0,23200.0,2,1
CustomerId_3252,26,1.0,5000.0,2,1
CustomerId_3253,54,3.0,1000.0,2,1
CustomerId_3254,86,1.0,2000.0,2,1
CustomerId_3255,33,8.0,71000.0,2,1
CustomerId_3256,68,1.0,500.0,2,1
CustomerId_3257,47,13.0,68100.0,2,1
CustomerId_3258,62,5.0,400000.0,2,1
CustomerId_3259,40,11.0,60000.0,2,1
CustomerId_3260,19,1.0,1000.0,2,1
CustomerId_3261,47,5.0,25200.0,2,1
CustomerId_3262,71,6.0,4500.0,2,1
CustomerId_3263,19,9.0,51000.0,2,1
CustomerId_3265,35,242.42000000000007,436958.0,1,0
CustomerId_3266,75,6.0,35000.0,2,1
CustomerId_3267,26,12.0,51000.0,2,1
CustomerId_3268,33,3.0,500.0,2,1
CustomerId_327,52,1.0,500.0,2,1
CustomerId_3270,18,19.0,116200.0,2,1
CustomerId_3271,54,1.0,10080.0,2,1
CustomerId_3272,35,27.0,75308.0,2,1
CustomerId_3273,36,4.0,1500.0,2,1
CustomerId_3274,58,1.0,1000.0,2,1
CustomerId_3275,47,6.0,25000.0,2,1
CustomerId_3276,19,45.0,24300.0,0,0
CustomerId_3278,19,5.0,26000.0,2,1
CustomerId_3279,41,5.0,120000.0,2,1
CustomerId_328,80,66.0,83889.0,0,0
CustomerId_3280,66,6.0,3800.0,2,1
CustomerId_3282,90,1.0,1000.0,2,1
CustomerId_3285,47,5.0,25000.0,2,1
CustomerId_3287,58,3.0,5000.0,2,1
CustomerId_3289,18,23.0,131200.0,2,1
CustomerId_329,33,6.0,9000.0,2,1
CustomerId_3290,78,10.0,40500.0,2,1
CustomerId_3291,55,3.0,20000.0,2,1
CustomerId_3292,16,26.0,47800.0,2,1
CustomerId_3293,63,2.0,17000.0,2,1
CustomerId_3294,38,1.0,3000.0,2,1
CustomerId_3295,30,2.0,800.0,2,1
CustomerId_3296,35,1.0,1000.0,2,1
CustomerId_3297,47,5.0,25000.0,2,1
CustomerId_3298,24,4.0,12000.0,2,1
CustomerId_3299,16,21.0,215500.0,2,1
CustomerId_330,19,12.0,71500.0,2,1
CustomerId_3301,52,3.0,500.0,2,1
CustomerId_3303,57,6.0,28500.0,2,1
CustomerId_3306,38,3.0,2000.0,2,1
CustomerId_3307,21,39.0,91000.0,0,0
CustomerId_3308,26,9.0,51000.0,2,1
CustomerId_3309,18,1.0,50000.0,2,1
CustomerId_331,46,5.0,7500.0,2,1
CustomerId_3310,22,40.0,31435.0,0,0
CustomerId_3311,54,6.0,30000.0,2,1
CustomerId_3313,57,3.0,5000.0,2,1
CustomerId_3314,40,2.0,1000.0,2,1
CustomerId_3315,77,1.0,23400.0,2,1
CustomerId_3318,33,10.0,11300.0,2,1
CustomerId_3320,19,5.0,26000.0,2,1
CustomerId_3326,33,6.0,31000.0,2,1
CustomerId_3327,64,1.0,10000.0,2,1
CustomerId_3328,16,34.0,46200.0,0,0
CustomerId_3329,24,15.0,21000.0,2,1
CustomerId_3330,16,112.0,1764245.0,0,0
CustomerId_3331,58,3.0,31000.0,2,1
CustomerId_3332,61,11.0,33647.0,2,1
CustomerId_3333,43,1.0,2000.0,2,1
CustomerId_3334,52,13.0,9300.0,2,1
CustomerId_3339,35,3.0,2000.0,2,1
CustomerId_334,61,33.0,251400.0,2,1
CustomerId_3340,19,8.0,17000.0,2,1
CustomerId_3341,16,7.0,10000.0,2,1
CustomerId_3343,23,1.0,1000.0,2,1
CustomerId_3344,19,5.0,26000.0,2,1
CustomerId_3347,34,2.0,3000.0,2,1
CustomerId_3349,58,10.0,28500.0,2,1
CustomerId_335,16,92.0,808529.0,0,0
CustomerId_3352,19,14.0,86000.0,2,1
CustomerId_3353,16,145.0,167910.0,1,0
CustomerId_3354,44,3.0,10000.0,2,1
CustomerId_3356,37,1.0,5000.0,2,1
CustomerId_3357,35,4.0,5000.0,2,1
CustomerId_336,19,22.0,87000.0,2,1
CustomerId_3360,47,6.0,30000.0,2,1
CustomerId_3361,39,2.0,2000.0,2,1
CustomerId_3363,17,27.0,56500.0,2,1
CustomerId_3364,34,1.0,2000.0,2,1
CustomerId_3366,31,4.0,29000.0,2,1
CustomerId_337,43,7.0,194000.0,2,1
CustomerId_3371,19,242.42000000000007,1268975.0,1,0
CustomerId_3373,56,12.0,40000.0,2,1
CustomerId_3374,16,78.0,306400.0,0,0
CustomerId_3375,42,1.0,300.0,2,1
CustomerId_3376,68,2.0,2000.0,2,1
CustomerId_3377,74,5.0,3000.0,2,1
CustomerId_3378,65,1.0,80000.0,2,1
CustomerId_3379,16,35.0,75400.0,0,0
CustomerId_338,37,2.0,55000.0,2,1
CustomerId_3380,19,5.0,26000.0,2,1
CustomerId_3381,37,3.0,1000.0,2,1
CustomerId_3385,24,24.0,304500.0,2,1
CustomerId_3386,64,6.0,4000.0,2,1
CustomerId_3387,73,4.0,8000.0,2,1
CustomerId_3389,16,83.0,144400.0,0,0
CustomerId_3390,16,32.0,28500.0,2,1
CustomerId_3391,16,74.0,94040.0,0,0
CustomerId_3392,25,6.0,2500.0,2,1
CustomerId_3397,18,7.0,12600.0,2,1
CustomerId_3398,85,16.0,45100.0,2,1
CustomerId_3399,30,18.0,23000.0,2,1
CustomerId_340,42,9.0,8000.0,2,1
CustomerId_3400,79,2.0,500.0,2,1
CustomerId_3403,17,17.0,23800.0,2,1
CustomerId_3404,56,6.0,8000.0,2,1
CustomerId_3405,18,181.0,240600.0,1,0
CustomerId_3407,48,13.0,30000.0,2,1
CustomerId_3408,47,6.0,30000.0,2,1
CustomerId_341,19,30.0,257000.0,2,1
CustomerId_3410,47,6.0,6000.0,2,1
CustomerId_3412,68,6.0,30000.0,2,1
CustomerId_3413,76,6.0,10700.0,2,1
CustomerId_3414,82,1.0,1000.0,2,1
CustomerId_3415,16,242.42000000000007,1313060.0,1,0
CustomerId_3416,83,4.0,4000.0,2,1
CustomerId_3417,47,5.0,25000.0,2,1
CustomerId_3419,17,34.0,80000.0,0,0
CustomerId_3420,18,6.0,31000.0,2,1
CustomerId_3421,19,1.0,100000.0,2,1
CustomerId_3422,16,99.0,170290.0,0,0
CustomerId_3424,51,2.0,1000.0,2,1
CustomerId_3425,62,1.0,1000.0,2,1
CustomerId_3426,60,1.0,2000.0,2,1
CustomerId_3427,18,103.0,275700.0,0,0
CustomerId_3428,87,7.0,19900.0,2,1
CustomerId_343,19,14.0,76000.0,2,1
CustomerId_3430,16,15.0,56350.0,2,1
CustomerId_3431,36,4.0,5200.0,2,1
CustomerId_3432,59,98.0,137941.0,0,0
CustomerId_3433,55,24.0,39300.0,2,1
CustomerId_3434,47,6.0,30000.0,2,1
CustomerId_3435,38,2.0,7000.0,2,1
CustomerId_3436,69,7.0,6300.0,2,1
CustomerId_3437,47,6.0,30000.0,2,1
CustomerId_3438,16,30.0,32200.0,2,1
CustomerId_3439,18,30.0,151400.0,2,1
CustomerId_3440,26,20.0,20000.0,2,1
CustomerId_3441,76,7.0,17600.0,2,1
CustomerId_3442,16,104.0,139300.0,0,0
CustomerId_3443,89,3.0,2000.0,2,1
CustomerId_3444,51,29.0,15735.0,2,1
CustomerId_3445,26,38.0,19500.0,0,0
CustomerId_3447,44,15.0,38500.0,2,1
CustomerId_3448,64,1.0,1000.0,2,1
CustomerId_3449,16,11.0,6750.0,2,1
CustomerId_345,72,3.0,2000.0,2,1
CustomerId_3451,61,1.0,10000.0,2,1
CustomerId_3452,16,110.0,431400.0,0,0
CustomerId_3453,23,25.0,13200.0,2,1
CustomerId_3454,19,78.0,349820.0,0,0
CustomerId_3456,69,1.0,1000.0,2,1
CustomerId_3457,72,3.0,20000.0,2,1
CustomerId_3458,82,2.0,3000.0,2,1
CustomerId_3459,21,10.0,7500.0,2,1
CustomerId_3461,17,5.0,1000.0,2,1
CustomerId_3462,58,7.0,7000.0,2,1
CustomerId_3463,24,117.0,353000.0,0,0
CustomerId_3464,16,20.0,123400.0,2,1
CustomerId_3465,33,6.0,26000.0,2,1
CustomerId_3466,39,3.0,1000.0,2,1
CustomerId_3467,36,40.0,1025000.0,0,0
CustomerId_3468,54,26.0,131400.0,2,1
CustomerId_347,59,6.0,6000.0,2,1
CustomerId_3470,17,5.0,4500.0,2,1
CustomerId_3471,21,26.0,221000.0,2,1
CustomerId_3473,86,5.0,22000.0,2,1
CustomerId_3474,23,42.0,40350.0,0,0
CustomerId_3475,26,14.0,88500.0,2,1
CustomerId_3476,58,18.0,639596.0,2,1
CustomerId_3477,24,35.0,200100.0,0,0
CustomerId_3478,18,6.0,4500.0,2,1
CustomerId_3479,20,3.0,2000.0,2,1
CustomerId_348,69,5.0,4000.0,2,1
CustomerId_3482,73,11.0,45000.0,2,1
CustomerId_3483,46,5.0,2000.0,2,1
CustomerId_3485,22,1.0,500.0,2,1
CustomerId_3486,27,2.0,3000.0,2,1
CustomerId_3487,16,103.0,82500.0,0,0
CustomerId_3488,35,1.0,30000.0,2,1
CustomerId_349,17,34.0,45500.0,0,0
CustomerId_3490,34,1.0,1000.0,2,1
CustomerId_3491,25,18.0,42600.0,2,1
CustomerId_3492,32,4.0,1000.0,2,1
CustomerId_3493,22,6.0,17000.0,2,1
CustomerId_3494,71,3.0,5000.0,2,1
CustomerId_3495,37,2.0,1000.0,2,1
CustomerId_3497,42,58.0,232900.0,0,0
CustomerId_3498,21,3.0,250000.0,2,1
CustomerId_350,18,10.0,56000.0,2,1
CustomerId_3500,53,4.0,3000.0,2,1
CustomerId_3501,46,242.42000000000007,718500.0,1,0
CustomerId_3503,16,3.0,500.0,2,1
CustomerId_3504,31,36.0,90500.0,0,0
CustomerId_3506,16,12.0,19000.0,2,1
CustomerId_3507,41,11.0,6500.0,2,1
CustomerId_3508,75,14.0,30000.0,2,1
CustomerId_3509,20,37.0,35595.0,0,0
CustomerId_351,34,2.0,10550.0,2,1
CustomerId_3510,18,2.0,14860.0,2,1
CustomerId_3511,19,42.0,120600.0,0,0
CustomerId_3512,65,3.0,1000.0,2,1
CustomerId_3513,34,6.0,4890.0,2,1
CustomerId_3515,17,70.0,238660.0,0,0
CustomerId_3516,77,2.0,1000.0,2,1
CustomerId_3517,31,21.0,72000.0,2,1
CustomerId_3519,60,24.0,21400.0,2,1
CustomerId_352,18,40.0,226200.0,0,0
CustomerId_3520,16,1.0,1000.0,2,1
CustomerId_3521,51,30.0,24600.0,2,1
CustomerId_3522,71,3.0,1000.0,2,1
CustomerId_3523,89,1.0,1000.0,2,1
CustomerId_3524,18,27.0,21000.0,2,1
CustomerId_3525,19,13.0,76000.0,2,1
CustomerId_3526,16,10.0,24000.0,2,1
CustomerId_3527,60,1.0,4500.0,2,1
CustomerId_3528,60,2.0,110000.0,2,1
CustomerId_3530,19,118.0,376050.0,0,0
CustomerId_3533,67,1.0,1000.0,2,1
CustomerId_3534,52,4.0,81200.0,2,1
CustomerId_3535,16,73.0,222700.0,0,0
CustomerId_3536,33,6.0,31000.0,2,1
CustomerId_3537,62,1.0,80000.0,2,1
CustomerId_3540,26,11.0,270000.0,2,1
CustomerId_3541,24,11.0,15000.0,2,1
CustomerId_3542,55,5.0,322000.0,2,1
CustomerId_3543,16,123.0,248860.0,0,0
CustomerId_3545,59,6.0,8000.0,2,1
CustomerId_3548,23,4.0,10000.0,2,1
CustomerId_3549,21,38.0,269000.0,0,0
CustomerId_355,47,7.0,45000.0,2,1
CustomerId_3550,20,9.0,38000.0,2,1
CustomerId_3551,16,134.0,471600.0,1,0
CustomerId_3554,37,1.0,10000.0,2,1
CustomerId_3555,16,105.0,290500.0,0,0
CustomerId_3556,53,32.0,135900.0,2,1
CustomerId_3557,50,17.0,47000.0,2,1
CustomerId_3558,64,20.0,44250.0,2,1
CustomerId_3559,19,5.0,26000.0,2,1
CustomerId_356,30,20.0,32610.0,2,1
CustomerId_3561,22,13.0,10000.0,2,1
CustomerId_3562,26,7.0,2000.0,2,1
CustomerId_3564,60,4.0,20000.0,2,1
CustomerId_3566,32,1.0,500.0,2,1
CustomerId_3567,25,1.0,10000.0,2,1
CustomerId_3569,19,1.0,1500.0,2,1
CustomerId_357,47,6.0,25000.0,2,1
CustomerId_3570,46,2.0,20500.0,2,1
CustomerId_3571,20,10.0,8500.0,2,1
CustomerId_3572,82,4.0,1000.0,2,1
CustomerId_3573,40,2.0,10000.0,2,1
CustomerId_3574,48,1.0,1000.0,2,1
CustomerId_3575,51,25.0,1225000.0,2,1
CustomerId_3578,48,5.0,8000.0,2,1
CustomerId_3579,77,1.0,5800.0,2,1
CustomerId_3581,31,30.0,2002604.0000000005,0,0
CustomerId_3582,16,52.0,52500.0,0,0
CustomerId_3583,47,5.0,25000.0,2,1
CustomerId_3589,59,1.0,1000.0,2,1
CustomerId_359,61,10.0,30000.0,2,1
CustomerId_3590,17,57.0,321872.0,0,0
CustomerId_3592,24,2.0,4000.0,2,1
CustomerId_3593,80,2.0,26000.0,2,1
CustomerId_3595,17,6.0,12000.0,2,1
CustomerId_3597,26,23.0,38340.0,2,1
CustomerId_3599,19,12.0,24500.0,2,1
CustomerId_3600,18,58.0,356372.0,0,0
CustomerId_3602,16,151.0,246063.0,1,0
CustomerId_3605,18,62.0,282000.0,0,0
CustomerId_3608,56,19.0,30000.0,2,1
CustomerId_3609,47,12.0,12800.0,2,1
CustomerId_361,47,5.0,25000.0,2,1
CustomerId_3610,29,31.0,75430.0,2,1
CustomerId_3611,19,29.0,56200.0,2,1
CustomerId_3613,19,173.0,256623.0,1,0
CustomerId_3615,51,3.0,11000.0,2,1
CustomerId_3617,71,12.0,90200.0,2,1
CustomerId_362,49,8.0,31000.0,2,1
CustomerId_3621,19,6.0,26000.0,2,1
CustomerId_3624,33,5.0,26000.0,2,1
CustomerId_3625,30,8.0,47000.0,2,1
CustomerId_3626,18,6.0,31000.0,2,1
CustomerId_3627,47,1.0,1500.0,2,1
CustomerId_3628,28,17.0,20100.0,2,1
CustomerId_3629,56,2.0,22000.0,2,1
CustomerId_3630,66,2.0,22000.0,2,1
CustomerId_3631,19,5.0,26000.0,2,1
CustomerId_3633,39,1.0,500.0,2,1
CustomerId_3634,34,242.42000000000007,2002604.0000000005,1,0
CustomerId_3635,19,38.0,300700.0,0,0
CustomerId_3636,33,45.0,370700.0,0,0
CustomerId_3637,16,7.0,4000.0,2,1
CustomerId_3638,17,242.42000000000007,724801.0,1,0
CustomerId_3639,37,1.0,2000.0,2,1
CustomerId_3641,19,9.0,51000.0,2,1
CustomerId_3642,19,10.0,110200.0,2,1
CustomerId_3643,19,5.0,26000.0,2,1
CustomerId_3645,16,10.0,183500.0,2,1
CustomerId_3646,61,3.0,80000.0,2,1
CustomerId_3647,90,2.0,500.0,2,1
CustomerId_3648,16,15.0,146000.0,2,1
CustomerId_3650,22,38.0,46000.0,0,0
CustomerId_3651,19,12.0,23000.0,2,1
CustomerId_3653,39,1.0,100000.0,2,1
CustomerId_3654,33,6.0,26000.0,2,1
